CNES,UNIDADE,COD_MUNICIPIO,MUNICIPIO,INE,CATEGORIA,CBO_DESCRICAO,CH
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Assistente Social,ASSISTENTE SOCIAL,30.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Assistente Social,ASSISTENTE SOCIAL,30.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Fonoaudiologo,FONOAUDIOLOGO GERAL,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Fonoaudiologo,FONOAUDIOLOGO GERAL,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Fonoaudiologo,FONOAUDIOLOGO GERAL,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Fonoaudiologo,FONOAUDIOLOGO GERAL,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Nutricionista,NUTRICIONISTA,20.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Nutricionista,NUTRICIONISTA,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Nutricionista,NUTRICIONISTA,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Nutricionista,NUTRICIONISTA,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Nutricionista,NUTRICIONISTA,20.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Outros,AUXILIAR DE ESCRITORIO,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Outros,AUXILIAR DE ESCRITORIO,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Psicologo,PSICOLOGO CLINICO,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Psicologo,PSICOLOGO CLINICO,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Psicologo,PSICOLOGO CLINICO,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Psicologo,PSICOLOGO CLINICO,35.0
2281422,ESTRATEGIA DE SAUDE DA FAMILIA PEREQUE MODULO 2,330010,Angra dos Reis,0000287482,Psicologo,PSICOLOGO CLINICO,40.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Assistente Social,ASSISTENTE SOCIAL,30.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Assistente Social,ASSISTENTE SOCIAL,30.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Assistente Social,ASSISTENTE SOCIAL,40.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Fonoaudiologo,FONOAUDIOLOGO GERAL,35.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Fonoaudiologo,FONOAUDIOLOGO GERAL,35.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Nutricionista,NUTRICIONISTA,35.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Nutricionista,NUTRICIONISTA,35.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Nutricionista,NUTRICIONISTA,35.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Nutricionista,NUTRICIONISTA,35.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Outros,AUXILIAR DE ESCRITORIO,35.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Psicologo,PSICOLOGO CLINICO,35.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Psicologo,PSICOLOGO CLINICO,35.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Psicologo,PSICOLOGO CLINICO,10.0
3934659,CLINICA DA FAMILIA CENTRO,330010,Angra dos Reis,0000287334,Psicologo,PSICOLOGO CLINICO,35.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Assistente Social,ASSISTENTE SOCIAL,30.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Assistente Social,ASSISTENTE SOCIAL,30.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Fonoaudiologo,FONOAUDIOLOGO GERAL,35.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Nutricionista,NUTRICIONISTA,35.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Nutricionista,NUTRICIONISTA,35.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Nutricionista,NUTRICIONISTA,35.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Psicologo,PSICOLOGO CLINICO,35.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Psicologo,PSICOLOGO CLINICO,35.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Psicologo,PSICOLOGO CLINICO,35.0
9513108,CLINICA DA FAMILIA DE JACUECANGA,330010,Angra dos Reis,0000287431,Psicologo,PSICOLOGO CLINICO,35.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Assistente Social,ASSISTENTE SOCIAL,60.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Assistente Social,ASSISTENTE SOCIAL,30.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Fonoaudiologo,FONOAUDIOLOGO GERAL,35.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Fonoaudiologo,FONOAUDIOLOGO GERAL,35.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Nutricionista,NUTRICIONISTA,35.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Outros,AUXILIAR DE ESCRITORIO,35.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Psicologo,PSICOLOGO CLINICO,35.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Psicologo,PSICOLOGO CLINICO,35.0
9591028,UNIDADE DE SAUDE DA FAMILIA DA JAPUIBA,330010,Angra dos Reis,0000287326,Psicologo,PSICOLOGO CLINICO,35.0
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,330015,Aperibé,0002504944,Enfermeiro,ENFERMEIRO,40.0
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,330015,Aperibé,0002504944,Fisioterapeuta,FISIOTERAPEUTA GERAL,20.0
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,330015,Aperibé,0002504944,Fonoaudiologo,FONOAUDIOLOGO GERAL,20.0
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,330015,Aperibé,0002504944,Fonoaudiologo,FONOAUDIOLOGO GERAL,20.0
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,330015,Aperibé,0002504944,Fonoaudiologo,FONOAUDIOLOGO GERAL,20.0
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,330015,Aperibé,0002504944,Medico,MEDICO GINECOLOGISTA E OBSTETRA,10.0
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,330015,Aperibé,0002504944,Medico,MEDICO GINECOLOGISTA E OBSTETRA,10.0
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,330015,Aperibé,0002504944,Medico,MEDICO GINECOLOGISTA E OBSTETRA,10.0
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,330015,Aperibé,0002504944,Nutricionista,NUTRICIONISTA,20.0
2267462,CLINICA DA FAMILIA ANIZ TUFFI DAIBES,330015,Aperibé,0002504944,Psicologo,PSICOLOGO CLINICO,20.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Farmaceutico,FARMACEUTICO,20.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Fisioterapeuta,FISIOTERAPEUTA GERAL,20.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Medico,MEDICO PEDIATRA,20.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Medico,MEDICO CARDIOLOGISTA,20.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Medico,MEDICO PEDIATRA,20.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Medico,MEDICO GINECOLOGISTA E OBSTETRA,20.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Medico,MEDICO PEDIATRA,40.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Medico,MEDICO PEDIATRA,20.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Nutricionista,NUTRICIONISTA,20.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Psicologo,PSICOLOGO CLINICO,20.0
2272008,PSF DE PRAIA SECA,330020,Araruama,0001536338,Psicopedagogo/Pedagogo,PEDAGOGO,20.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Assistente Social,ASSISTENTE SOCIAL,20.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Fisioterapeuta,FISIOTERAPEUTA GERAL,20.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Medico,MEDICO GINECOLOGISTA E OBSTETRA,10.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Medico,MEDICO INFECTOLOGISTA,10.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Nutricionista,NUTRICIONISTA,20.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Nutricionista,NUTRICIONISTA,20.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Profissional de Educacao Fisica,PROFISSIONAL DE EDUCACAO FISICA NA SAUDE,20.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Psicologo,PSICOLOGO CLINICO,20.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Psicologo,PSICOLOGO CLINICO,20.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Psicologo,PSICOLOGO CLINICO,20.0
2296322,PSF ALBERTO TORRES,330022,Areal,0000288012,Psicologo,PSICOLOGO CLINICO,20.0
2271524,UNIDADE BASICA DE SAUDE DA RASA ANTONIO ELESBAO DOS SANTOS,330023,Armação dos Búzios,0000288098,Assistente Social,ASSISTENTE SOCIAL,20.0
2271524,UNIDADE BASICA DE SAUDE DA RASA ANTONIO ELESBAO DOS SANTOS,330023,Armação dos Búzios,0000288098,Assistente Social,ASSISTENTE SOCIAL,40.0
2271524,UNIDADE BASICA DE SAUDE DA RASA ANTONIO ELESBAO DOS SANTOS,330023,Armação dos Búzios,0000288098,Fisioterapeuta,FISIOTERAPEUTA GERAL,20.0
2271524,UNIDADE BASICA DE SAUDE DA RASA ANTONIO ELESBAO DOS SANTOS,330023,Armação dos Búzios,0000288098,Nutricionista,NUTRICIONISTA,10.0
2271524,UNIDADE BASICA DE SAUDE DA RASA ANTONIO ELESBAO DOS SANTOS,330023,Armação dos Búzios,0000288098,Psicologo,PSICOLOGO CLINICO,40.0
2267721,UNIDADE DE SAUDE DA FAMILIA HERMES BARCELLOS,330025,Arraial do Cabo,0002456036,Assistente Social,ASSISTENTE SOCIAL,30.0
2267721,UNIDADE DE SAUDE DA FAMILIA HERMES BARCELLOS,330025,Arraial do Cabo,0002456036,Enfermeiro,ENFERMEIRO,40.0
2267721,UNIDADE DE SAUDE DA FAMILIA HERMES BARCELLOS,330025,Arraial do Cabo,0002456036,Enfermeiro,ENFERMEIRO DA ESTRATEGIA DE SAUDE DA FAMILIA,20.0
2267721,UNIDADE DE SAUDE DA FAMILIA HERMES BARCELLOS,330025,Arraial do Cabo,0002456036,Farmaceutico,FARMACEUTICO,40.0
2267721,UNIDADE DE SAUDE DA FAMILIA HERMES BARCELLOS,330025,Arraial do Cabo,0002456036,Farmaceutico,FARMACEUTICO,40.0
2267721,UNIDADE DE SAUDE DA FAMILIA HERMES BARCELLOS,330025,Arraial do Cabo,0002456036,Fisioterapeuta,FISIOTERAPEUTA GERAL,40.0
2267721,UNIDADE DE SAUDE DA FAMILIA HERMES BARCELLOS,330025,Arraial do Cabo,0002456036,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
2267721,UNIDADE DE SAUDE DA FAMILIA HERMES BARCELLOS,330025,Arraial do Cabo,0002456036,Medico,MEDICO PSIQUIATRA,20.0
2267721,UNIDADE DE SAUDE DA FAMILIA HERMES BARCELLOS,330025,Arraial do Cabo,0002456036,Nutricionista,NUTRICIONISTA,20.0
2267721,UNIDADE DE SAUDE DA FAMILIA HERMES BARCELLOS,330025,Arraial do Cabo,0002456036,Psicologo,PSICOLOGO CLINICO,20.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Enfermeiro,ENFERMEIRO DA ESTRATEGIA DE SAUDE DA FAMILIA,20.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Farmaceutico,FARMACEUTICO,40.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Medico,MEDICO CLINICO,30.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Medico,MEDICO PEDIATRA,20.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Medico,MEDICO PSIQUIATRA,20.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Nutricionista,NUTRICIONISTA,20.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Psicologo,PSICOLOGO CLINICO,20.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Psicologo,PSICOLOGO CLINICO,20.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Psicologo,PSICOLOGO CLINICO,30.0
2267799,UNIDADE DE SAUDE DA FAMILIA TEREZA VIEIRA FRANCISCONE,330025,Arraial do Cabo,0002456001,Psicologo,PSICOLOGO CLINICO,20.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Assistente Social,ASSISTENTE SOCIAL,30.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Medico,MEDICO PEDIATRA,20.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Medico,MEDICO GINECOLOGISTA E OBSTETRA,20.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Nutricionista,NUTRICIONISTA,40.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Nutricionista,NUTRICIONISTA,40.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Outros,MEDICO VETERINARIO,20.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Profissional de Educacao Fisica,PROFISSIONAL DE EDUCACAO FISICA NA SAUDE,30.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Psicologo,PSICOLOGO CLINICO,30.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Psicologo,PSICOLOGO CLINICO,40.0
0211141,PSF SELENIR RODRIGUES MACIEL SANTA MARIA II,330040,Barra Mansa,0002394324,Psicologo,PSICOLOGO CLINICO,40.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Assistente Social,ASSISTENTE SOCIAL,30.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Farmaceutico,FARMACEUTICO,30.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Medico,MEDICO PEDIATRA,30.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Medico,MEDICO PEDIATRA,20.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Medico,MEDICO GINECOLOGISTA E OBSTETRA,40.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Nutricionista,NUTRICIONISTA,40.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Profissional de Educacao Fisica,PROFISSIONAL DE EDUCACAO FISICA NA SAUDE,30.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Psicologo,PSICOLOGO CLINICO,20.0
2289091,USF ISMAEL ALVES DE SOUZA VISTA ALEGRE,330040,Barra Mansa,0001630202,Psicologo,PSICOLOGO CLINICO,40.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Assistente Social,ASSISTENTE SOCIAL,30.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Farmaceutico,FARMACEUTICO,30.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Fonoaudiologo,FONOAUDIOLOGO GERAL,20.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Medico,MEDICO GINECOLOGISTA E OBSTETRA,20.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Medico,MEDICO PEDIATRA,40.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Nutricionista,NUTRICIONISTA,40.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Outros,MEDICO VETERINARIO,20.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Profissional de Educacao Fisica,PROFISSIONAL DE EDUCACAO FISICA NA SAUDE,30.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Psicologo,PSICOLOGO CLINICO,40.0
3662942,USF DR EROS SEBASTIAO DE ALMEIDA ROSELANDIA,330040,Barra Mansa,0000288659,Psicologo,PSICOLOGO CLINICO,40.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Assistente Social,ASSISTENTE SOCIAL,30.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Farmaceutico,FARMACEUTICO,30.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Medico,MEDICO GINECOLOGISTA E OBSTETRA,40.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Medico,MEDICO PEDIATRA,40.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Medico,MEDICO GINECOLOGISTA E OBSTETRA,10.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Nutricionista,NUTRICIONISTA,40.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Profissional de Educacao Fisica,PROFISSIONAL DE EDUCACAO FISICA NA SAUDE,30.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Psicologo,PSICOLOGO CLINICO,40.0
3748448,USF SANTA RITA DE FATIMA,330040,Barra Mansa,0000288675,Psicologo,PSICOLOGO CLINICO,40.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Assistente Social,ASSISTENTE SOCIAL,30.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Farmaceutico,FARMACEUTICO,30.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Fisioterapeuta,FISIOTERAPEUTA GERAL,30.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Medico,MEDICO GINECOLOGISTA E OBSTETRA,30.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Medico,MEDICO GINECOLOGISTA E OBSTETRA,10.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Medico,MEDICO PEDIATRA,20.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Nutricionista,NUTRICIONISTA,40.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Outros,MEDICO VETERINARIO,20.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Profissional de Educacao Fisica,PROFISSIONAL DE EDUCACAO FISICA NA SAUDE,30.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Psicologo,PSICOLOGO CLINICO,40.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Psicologo,PSICOLOGO CLINICO,20.0
9465561,USF ANO BOM,330040,Barra Mansa,0002360802,Psicologo,PSICOLOGO CLINICO,40.0
2287692,ESF VARGEM ALEGRE NELSON GOMES DA GRACA,330030,Barra do Piraí,0001646281,Assistente Social,ASSISTENTE SOCIAL,40.0
2287692,ESF VARGEM ALEGRE NELSON GOMES DA GRACA,330030,Barra do Piraí,0001646281,Fisioterapeuta,FISIOTERAPEUTA GERAL,40.0
2287692,ESF VARGEM ALEGRE NELSON GOMES DA GRACA,330030,Barra do Piraí,0001646281,Fisioterapeuta,FISIOTERAPEUTA GERAL,20.0
2287692,ESF VARGEM ALEGRE NELSON GOMES DA GRACA,330030,Barra do Piraí,0001646281,Medico,MEDICO GINECOLOGISTA E OBSTETRA,40.0
2287692,ESF VARGEM ALEGRE NELSON GOMES DA GRACA,330030,Barra do Piraí,0001646281,Medico,MEDICO CARDIOLOGISTA,40.0
2287692,ESF VARGEM ALEGRE NELSON GOMES DA GRACA,330030,Barra do Piraí,0001646281,Profissional de Educacao Fisica,PROFISSIONAL DE EDUCACAO FISICA NA SAUDE,40.0
2287692,ESF VARGEM ALEGRE NELSON GOMES DA GRACA,330030,Barra do Piraí,0001646281,Psicologo,PSICOLOGO CLINICO,40.0
2289431,USF EDIR HENRIQUE GANDRA,330045,Belford Roxo,0001474723,Assistente Social,ASSISTENTE SOCIAL,20.0
